bootstrap_id,analysis,method,feature_set,metric,boot_mean_rho,n_runs
18,absolute_effect,tfidf_contrast,other_human_targets,score_pref_struct,0.025737154660469917,25
18,absolute_effect,tfidf_contrast,other_human_plus_surface,score_pref_struct,0.10342370255615801,25
18,absolute_effect,tfidf_contrast,stacked,score_pref_struct,0.2238264910921766,25
19,absolute_effect,compression_distilgpt2,other_human_targets,score_pref_struct,0.3824767801857585,25
19,absolute_effect,compression_distilgpt2,other_human_plus_surface,score_pref_struct,0.33054695562435504,25
19,absolute_effect,compression_distilgpt2,stacked,score_pref_struct,0.4377296181630546,25
19,absolute_effect,embedding_contrast,other_human_targets,score_pref_struct,0.21116615067079464,25
19,absolute_effect,embedding_contrast,other_human_plus_surface,score_pref_struct,0.34972136222910216,25
19,absolute_effect,embedding_contrast,stacked,score_pref_struct,0.289422084623323,25
19,absolute_effect,tfidf_contrast,other_human_targets,score_pref_struct,0.06518059855521155,25
19,absolute_effect,tfidf_contrast,other_human_plus_surface,score_pref_struct,0.25327141382868934,25
19,absolute_effect,tfidf_contrast,stacked,score_pref_struct,0.39860681114551083,25
20,absolute_effect,compression_distilgpt2,other_human_targets,score_pref_struct,0.33735089078233926,25
20,absolute_effect,compression_distilgpt2,other_human_plus_surface,score_pref_struct,0.4073844564936742,25
20,absolute_effect,compression_distilgpt2,stacked,score_pref_struct,0.27187193390136843,25
20,absolute_effect,embedding_contrast,other_human_targets,score_pref_struct,0.12135295636457527,25
20,absolute_effect,embedding_contrast,other_human_plus_surface,score_pref_struct,0.14331009553317842,25
20,absolute_effect,embedding_contrast,stacked,score_pref_struct,-0.032192099147947316,25
20,absolute_effect,tfidf_contrast,other_human_targets,score_pref_struct,0.052693002840175564,25
20,absolute_effect,tfidf_contrast,other_human_plus_surface,score_pref_struct,-0.024962561321972637,25
20,absolute_effect,tfidf_contrast,stacked,score_pref_struct,-0.03450555125225923,25
21,absolute_effect,compression_distilgpt2,other_human_targets,score_pref_struct,0.6439596795037478,25
21,absolute_effect,compression_distilgpt2,other_human_plus_surface,score_pref_struct,0.49191005427759116,25
21,absolute_effect,compression_distilgpt2,stacked,score_pref_struct,0.600672008270871,25
21,absolute_effect,embedding_contrast,other_human_targets,score_pref_struct,0.2775807702248643,25
21,absolute_effect,embedding_contrast,other_human_plus_surface,score_pref_struct,0.08141638666322049,25
21,absolute_effect,embedding_contrast,stacked,score_pref_struct,-0.06815197725510468,25
21,absolute_effect,tfidf_contrast,other_human_targets,score_pref_struct,-0.04015507883173949,25
21,absolute_effect,tfidf_contrast,other_human_plus_surface,score_pref_struct,0.037198242439906964,25
21,absolute_effect,tfidf_contrast,stacked,score_pref_struct,0.0261669682088395,25
22,absolute_effect,compression_distilgpt2,other_human_targets,score_pref_struct,0.20402892561983474,25
22,absolute_effect,compression_distilgpt2,other_human_plus_surface,score_pref_struct,0.005082644628099172,25
22,absolute_effect,compression_distilgpt2,stacked,score_pref_struct,0.030309917355371904,25
22,absolute_effect,embedding_contrast,other_human_targets,score_pref_struct,0.13779958677685952,25
22,absolute_effect,embedding_contrast,other_human_plus_surface,score_pref_struct,0.3256301652892562,25
22,absolute_effect,embedding_contrast,stacked,score_pref_struct,0.3867665289256199,25
22,absolute_effect,tfidf_contrast,other_human_targets,score_pref_struct,0.032024793388429756,25
22,absolute_effect,tfidf_contrast,other_human_plus_surface,score_pref_struct,0.17184917355371904,25
22,absolute_effect,tfidf_contrast,stacked,score_pref_struct,0.20665289256198352,25
23,absolute_effect,compression_distilgpt2,other_human_targets,score_pref_struct,0.22972225810618785,25
23,absolute_effect,compression_distilgpt2,other_human_plus_surface,score_pref_struct,0.13512982818757266,25
23,absolute_effect,compression_distilgpt2,stacked,score_pref_struct,0.22605348146234341,25
23,absolute_effect,embedding_contrast,other_human_targets,score_pref_struct,0.059398010592946665,25
23,absolute_effect,embedding_contrast,other_human_plus_surface,score_pref_struct,0.09062911768505362,25
23,absolute_effect,embedding_contrast,stacked,score_pref_struct,0.2201007621754295,25
23,absolute_effect,tfidf_contrast,other_human_targets,score_pref_struct,-0.06213667484821084,25
23,absolute_effect,tfidf_contrast,other_human_plus_surface,score_pref_struct,-0.07618137191577316,25
23,absolute_effect,tfidf_contrast,stacked,score_pref_struct,0.12410282909184861,25
24,absolute_effect,compression_distilgpt2,other_human_targets,score_pref_struct,0.03842145989166882,25
24,absolute_effect,compression_distilgpt2,other_human_plus_surface,score_pref_struct,0.04004126902244003,25
24,absolute_effect,compression_distilgpt2,stacked,score_pref_struct,0.14030435904049524,25
24,absolute_effect,embedding_contrast,other_human_targets,score_pref_struct,0.12833634253288626,25
24,absolute_effect,embedding_contrast,other_human_plus_surface,score_pref_struct,0.09113231880319836,25
24,absolute_effect,embedding_contrast,stacked,score_pref_struct,0.22044880061903535,25
24,absolute_effect,tfidf_contrast,other_human_targets,score_pref_struct,0.15244776889347433,25
24,absolute_effect,tfidf_contrast,other_human_plus_surface,score_pref_struct,0.14659788496259998,25
24,absolute_effect,tfidf_contrast,stacked,score_pref_struct,0.43275728656177465,25
25,absolute_effect,compression_distilgpt2,other_human_targets,score_pref_struct,0.14398143372872613,25
25,absolute_effect,compression_distilgpt2,other_human_plus_surface,score_pref_struct,0.1971944301186178,25
25,absolute_effect,compression_distilgpt2,stacked,score_pref_struct,0.29136668385765857,25
25,absolute_effect,embedding_contrast,other_human_targets,score_pref_struct,0.2459824651882413,25
25,absolute_effect,embedding_contrast,other_human_plus_surface,score_pref_struct,0.29505930892212473,25
25,absolute_effect,embedding_contrast,stacked,score_pref_struct,0.30139247034553884,25
25,absolute_effect,tfidf_contrast,other_human_targets,score_pref_struct,0.29651366683857655,25
25,absolute_effect,tfidf_contrast,other_human_plus_surface,score_pref_struct,0.3714285714285714,25
25,absolute_effect,tfidf_contrast,stacked,score_pref_struct,0.39316142341413096,25
26,absolute_effect,compression_distilgpt2,other_human_targets,score_pref_struct,0.15156483629801495,25
26,absolute_effect,compression_distilgpt2,other_human_plus_surface,score_pref_struct,-0.06058262438772881,25
26,absolute_effect,compression_distilgpt2,stacked,score_pref_struct,0.051704047434905906,25
26,absolute_effect,embedding_contrast,other_human_targets,score_pref_struct,0.1289198246970869,25
26,absolute_effect,embedding_contrast,other_human_plus_surface,score_pref_struct,0.21176591905130188,25
26,absolute_effect,embedding_contrast,stacked,score_pref_struct,0.21849961330239753,25
26,absolute_effect,tfidf_contrast,other_human_targets,score_pref_struct,0.04580562000515597,25
26,absolute_effect,tfidf_contrast,other_human_plus_surface,score_pref_struct,0.1723433874709977,25
26,absolute_effect,tfidf_contrast,stacked,score_pref_struct,0.1251456560969322,25
27,absolute_effect,compression_distilgpt2,other_human_targets,score_pref_struct,0.11281270169097715,25
27,absolute_effect,compression_distilgpt2,other_human_plus_surface,score_pref_struct,0.11651994320382084,25
27,absolute_effect,compression_distilgpt2,stacked,score_pref_struct,0.18991093326448946,25
27,absolute_effect,embedding_contrast,other_human_targets,score_pref_struct,0.23714470117464825,25
27,absolute_effect,embedding_contrast,other_human_plus_surface,score_pref_struct,0.3578933780818382,25
27,absolute_effect,embedding_contrast,stacked,score_pref_struct,0.5954563056667097,25
27,absolute_effect,tfidf_contrast,other_human_targets,score_pref_struct,0.16594294565638315,25
27,absolute_effect,tfidf_contrast,other_human_plus_surface,score_pref_struct,0.23318962178907968,25
27,absolute_effect,tfidf_contrast,stacked,score_pref_struct,0.5068749193236092,25
28,absolute_effect,compression_distilgpt2,other_human_targets,score_pref_struct,0.32887336696417024,25
28,absolute_effect,compression_distilgpt2,other_human_plus_surface,score_pref_struct,0.2917863148363731,25
28,absolute_effect,compression_distilgpt2,stacked,score_pref_struct,0.4004915276160911,25
28,absolute_effect,embedding_contrast,other_human_targets,score_pref_struct,0.3414357780364765,25
28,absolute_effect,embedding_contrast,other_human_plus_surface,score_pref_struct,0.33359203207864446,25
28,absolute_effect,embedding_contrast,stacked,score_pref_struct,0.18897943344974777,25
28,absolute_effect,tfidf_contrast,other_human_targets,score_pref_struct,0.08502392963394127,25
28,absolute_effect,tfidf_contrast,other_human_plus_surface,score_pref_struct,0.09325054973483379,25
28,absolute_effect,tfidf_contrast,stacked,score_pref_struct,0.06941922131677662,25
29,absolute_effect,compression_distilgpt2,other_human_targets,score_pref_struct,0.4954235537190083,25
29,absolute_effect,compression_distilgpt2,other_human_plus_surface,score_pref_struct,0.5657438016528925,25
29,absolute_effect,compression_distilgpt2,stacked,score_pref_struct,0.5515289256198348,25
29,absolute_effect,embedding_contrast,other_human_targets,score_pref_struct,0.0637706611570248,25
