readout,metric,source_score_col,feature_set,rho,p_value,n_items,fold_seed,seed,source_file
embedding,score_pref_raw,score_pref_raw,other_human_targets,0.08494208494208495,0.6223250812519648,36,101,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,0.08494208494208495,0.6223250812519648,36,101,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.15723394565817297,0.3597593166814498,36,101,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,-0.05328185328185329,0.7576045499235035,36,101,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,-0.05328185328185329,0.7576045499235035,36,101,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.14744706615774614,0.3908013890532455,36,101,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,0.004118404118404119,0.9809814977355094,36,101,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,0.004118404118404119,0.9809814977355094,36,101,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.09452065201728006,0.5834589657331702,36,101,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.02110682110682111,0.9027525031814102,36,101,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.02110682110682111,0.9027525031814102,36,101,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.21801561834503422,0.2014753610175291,36,101,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,0.049678249678249686,0.7735551424530639,36,101,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,0.049678249678249686,0.7735551424530639,36,101,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.09516452566862393,0.5808856099886576,36,101,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.22393822393822396,0.18919713997256538,36,101,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.22393822393822396,0.18919713997256538,36,101,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.14615931885505842,0.39499827139672444,36,101,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,0.039639639639639644,0.8184537385989098,36,101,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,0.039639639639639644,0.8184537385989098,36,101,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.17564873208660764,0.3055081480117015,36,101,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.1667953667953668,0.330907900063101,36,101,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.1667953667953668,0.330907900063101,36,101,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.10186081164260018,0.5544288118550614,36,123,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,-0.07232947232947234,0.6750620252626321,36,123,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,-0.07232947232947234,0.6750620252626321,36,123,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.19612391419934266,0.2516337240449338,36,123,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.087001287001287,0.6138794113422424,36,123,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.087001287001287,0.6138794113422424,36,123,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.2396497730301883,0.15920107450536444,36,123,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,0.04221364221364222,0.806880812369629,36,123,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,0.04221364221364222,0.806880812369629,36,123,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.3040371381645752,0.07142111801837073,36,123,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.23217503217503221,0.17301135629314443,36,123,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.23217503217503221,0.17301135629314443,36,123,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.2848497033545279,0.09220722362664091,36,123,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,0.077992277992278,0.6511763708986591,36,123,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,0.077992277992278,0.6511763708986591,36,123,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.16805102300074998,0.3272283114512856,36,123,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.13693693693693695,0.4258069563519761,36,123,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.13693693693693695,0.4258069563519761,36,123,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.008756681658276626,0.9595751314058633,36,123,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,-0.19510939510939512,0.25414345633407914,36,123,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,-0.19510939510939512,0.25414345633407914,36,123,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.14886358819070264,0.386214835214491,36,123,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.11840411840411841,0.4915925569530188,36,123,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.11840411840411841,0.4915925569530188,36,123,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.06400104094358064,0.7107607499101334,36,123,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,-0.18841698841698845,0.2711153522405826,36,123,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,-0.18841698841698845,0.2711153522405826,36,123,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.20874383776568253,0.22179248209154892,36,123,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.11093951093951093,0.5194855394773332,36,123,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.11093951093951093,0.5194855394773332,36,123,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.31021832521747633,0.06557120045066876,36,202,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,0.12097812097812098,0.4821557192146122,36,202,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,0.12097812097812098,0.4821557192146122,36,202,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.31601318807957124,0.06043592661615692,36,202,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.2836550836550837,0.09364034308608997,36,202,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.2836550836550837,0.09364034308608997,36,202,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.2024338759825126,0.23639521040142739,36,202,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,0.028571428571428574,0.8686195887239642,36,202,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,0.028571428571428574,0.8686195887239642,36,202,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.28227420874915243,0.0953180922920707,36,202,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.14388674388674388,0.40246795112978667,36,202,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.14388674388674388,0.40246795112978667,36,202,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.26398819705098653,0.11976191708455135,36,202,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,0.024710424710424714,0.8862492877195975,36,202,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,0.024710424710424714,0.8862492877195975,36,202,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.25664803742566644,0.13079340837195044,36,202,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.23912483912483914,0.16014409516640907,36,202,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.23912483912483914,0.16014409516640907,36,202,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.19226067229127947,0.26127936322171685,36,202,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,0.09214929214929216,0.5929799830194371,36,202,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,0.09214929214929216,0.5929799830194371,36,202,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.28098646144646466,0.09690331815083747,36,202,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.28211068211068213,0.09551828810500629,36,202,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.28211068211068213,0.09551828810500629,36,202,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.074045469904545,0.6677895590944677,36,202,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,-0.03011583011583012,0.861584659005441,36,202,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,-0.03011583011583012,0.861584659005441,36,202,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.17371711113257604,0.3109415546746428,36,202,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.16756756756756758,0.3286420193289136,36,202,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.16756756756756758,0.3286420193289136,36,202,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.31794480903360284,0.05879676904331372,36,303,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,0.112998712998713,0.5117138257951563,36,303,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,0.112998712998713,0.5117138257951563,36,303,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.25729191107701027,0.12979665466336793,36,303,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.06563706563706564,0.7036972726769488,36,303,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.06563706563706564,0.7036972726769488,36,303,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.36790940437788705,0.02727011029327702,36,303,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,0.08494208494208495,0.6223250812519648,36,303,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,0.08494208494208495,0.6223250812519648,36,303,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.2248406790492793,0.18737355870852612,36,303,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.20025740025740027,0.2415792789019181,36,303,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.20025740025740027,0.2415792789019181,36,303,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.31498299023742105,0.06132481460461077,36,303,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,0.09678249678249677,0.5744416072488273,36,303,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,0.09678249678249677,0.5744416072488273,36,303,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.18942762822536643,0.26850596805095434,36,303,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.0023166023166023165,0.9893014309467186,36,303,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.0023166023166023165,0.9893014309467186,36,303,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.45135542959205266,0.005726133346333191,36,303,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,0.1861003861003861,0.27715903262419433,36,303,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,0.1861003861003861,0.27715903262419433,36,303,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.3276029138037609,0.0511224889111719,36,303,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.1402831402831403,0.41447686852760574,36,303,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.1402831402831403,0.41447686852760574,36,303,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.3475629969954208,0.037798693423625206,36,303,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,0.12303732303732305,0.47467455971904454,36,303,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,0.12303732303732305,0.47467455971904454,36,303,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.14113710437457622,0.41161291518972015,36,303,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.10604890604890606,0.5381734938526481,36,303,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.10604890604890606,0.5381734938526481,36,303,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.29399270920361087,0.08178931611297745,36,404,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,0.014929214929214929,0.9311335694909416,36,404,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,0.014929214929214929,0.9311335694909416,36,404,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.28072891198592714,0.09722276521044798,36,404,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.14491634491634495,0.3990738075095386,36,404,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.14491634491634495,0.3990738075095386,36,404,17,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.32695904015241706,0.051607814566895,36,404,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,0.1505791505791506,0.3807022603943168,36,404,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,0.1505791505791506,0.3807022603943168,36,404,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.218144393075303,0.20120263446668907,36,404,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.1305019305019305,0.44807341502475617,36,404,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.1305019305019305,0.44807341502475617,36,404,18,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.20320652436412526,0.23457307512990141,36,404,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,-0.005148005148005148,0.9762280817082978,36,404,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,-0.005148005148005148,0.9762280817082978,36,404,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.264889620162868,0.11845670358087722,36,404,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.22471042471042474,0.1876359940685856,36,404,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.22471042471042474,0.1876359940685856,36,404,19,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.2927049619009231,0.08319877135676115,36,404,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,0.11351351351351353,0.509779996281043,36,404,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,0.11351351351351353,0.509779996281043,36,404,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.2494366525306151,0.14234726162707761,36,404,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.24118404118404121,0.1564678419179573,36,404,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.24118404118404121,0.1564678419179573,36,404,20,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,none,0.27931238995297064,0.09899411442164598,36,404,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_targets,-0.043243243243243246,0.8022627793972892,36,404,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_raw,score_pref_raw,other_human_plus_surface,-0.043243243243243246,0.8022627793972892,36,404,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,none,0.1407507801837699,0.41290714527574574,36,404,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_targets,0.04453024453024454,0.796499518656049,36,404,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
embedding,score_pref_struct,score_pref_struct,other_human_plus_surface,0.04453024453024454,0.796499518656049,36,404,21,supervised_similarity_baselines_embedding_kfold_surface_chaudhuri_Surprise.csv
tfidf,score_pref_raw,score_pref_raw,none,-0.03425407825149387,0.8427875159407402,36,101,17,supervised_similarity_baselines_tfidf_kfold_surface_chaudhuri_Surprise.csv
tfidf,score_pref_raw,score_pref_raw,other_human_targets,0.08005148005148006,0.6425732382359323,36,101,17,supervised_similarity_baselines_tfidf_kfold_surface_chaudhuri_Surprise.csv
tfidf,score_pref_raw,score_pref_raw,other_human_plus_surface,0.08005148005148006,0.6425732382359323,36,101,17,supervised_similarity_baselines_tfidf_kfold_surface_chaudhuri_Surprise.csv
tfidf,score_pref_struct,score_pref_struct,none,-0.055630683476110325,0.747260313807013,36,101,17,supervised_similarity_baselines_tfidf_kfold_surface_chaudhuri_Surprise.csv
tfidf,score_pref_struct,score_pref_struct,other_human_targets,-0.20514800514800519,0.23003649407460328,36,101,17,supervised_similarity_baselines_tfidf_kfold_surface_chaudhuri_Surprise.csv
tfidf,score_pref_struct,score_pref_struct,other_human_plus_surface,-0.20514800514800519,0.23003649407460328,36,101,17,supervised_similarity_baselines_tfidf_kfold_surface_chaudhuri_Surprise.csv
tfidf,score_pref_raw,score_pref_raw,none,0.16328635798080535,0.3413256038045081,36,101,18,supervised_similarity_baselines_tfidf_kfold_surface_chaudhuri_Surprise.csv
tfidf,score_pref_raw,score_pref_raw,other_human_targets,0.3441441441441441,0.039855319197374145,36,101,18,supervised_similarity_baselines_tfidf_kfold_surface_chaudhuri_Surprise.csv
tfidf,score_pref_raw,score_pref_raw,other_human_plus_surface,0.3441441441441441,0.039855319197374145,36,101,18,supervised_similarity_baselines_tfidf_kfold_surface_chaudhuri_Surprise.csv
tfidf,score_pref_struct,score_pref_struct,none,-0.06155432106847394,0.721368629568012,36,101,18,supervised_similarity_baselines_tfidf_kfold_surface_chaudhuri_Surprise.csv
tfidf,score_pref_struct,score_pref_struct,other_human_targets,-0.1698841698841699,0.32190219620141025,36,101,18,supervised_similarity_baselines_tfidf_kfold_surface_chaudhuri_Surprise.csv
tfidf,score_pref_struct,score_pref_struct,other_human_plus_surface,-0.1698841698841699,0.32190219620141025,36,101,18,supervised_similarity_baselines_tfidf_kfold_surface_chaudhuri_Surprise.csv
tfidf,score_pref_raw,score_pref_raw,none,0.17809545196171434,0.29871272917091285,36,101,19,supervised_similarity_baselines_tfidf_kfold_surface_chaudhuri_Surprise.csv
tfidf,score_pref_raw,score_pref_raw,other_human_targets,0.25662805662805666,0.13082443024378115,36,101,19,supervised_similarity_baselines_tfidf_kfold_surface_chaudhuri_Surprise.csv
